trip_id,person_id,household_id,tour_id,outbound,purpose,destination,origin,depart,trip_mode
6761.0,3498,17131022,845.0,True,othmaint,20459,22757,12.0,WALK_LOC
6765.0,3498,17131022,845.0,False,shopping,15636,33271,15.0,WALK_LOC
6766.0,3498,17131022,845.0,False,Home,22757,15636,18.0,WALK_LOC
6769.0,3508,17131088,846.0,True,work,15447,31873,7.0,DRIVEALONEFREE
6773.0,3508,17131088,846.0,False,othmaint,13769,34637,14.0,SHARED2FREE
6774.0,3508,17131088,846.0,False,Home,4468,13769,16.0,SHARED2FREE
6777.0,3508,17131088,847.0,True,escort,10440,4468,18.0,SHARED2FREE
6781.0,3508,17131088,847.0,False,Home,31873,10440,18.0,SHARED2FREE
6785.0,3517,17131203,848.0,True,work,35592,21463,8.0,WALK_LOC
6789.0,3517,17131203,848.0,False,Home,21463,34504,18.0,WALK_LOC
6793.0,3518,17131203,849.0,True,work,2836,21463,9.0,WALK_LOC
6797.0,3518,17131203,849.0,False,work,35656,2836,15.0,SHARED3FREE
6798.0,3518,17131203,849.0,False,Home,21463,35656,17.0,SHARED3FREE
6801.0,3518,17131203,850.0,True,social,3415,21463,18.0,WALK
6805.0,3518,17131203,850.0,False,Home,21463,3415,19.0,WALK
6809.0,3552,17131575,851.0,True,work,13561,21157,9.0,DRIVEALONEFREE
6813.0,3552,17131575,851.0,False,Home,21157,13561,16.0,DRIVEALONEFREE
6817.0,3552,17131575,852.0,True,social,7925,21157,18.0,WALK_LOC
6821.0,3552,17131575,852.0,False,Home,21157,7925,12.0,TNC
6825.0,3553,17131575,853.0,True,social,7925,21157,18.0,WALK_LOC
6829.0,3553,17131575,853.0,False,Home,21157,7925,12.0,WALK_LOC
6833.0,3554,17131612,854.0,True,social,28579,27493,8.0,WALK
6834.0,3554,17131612,854.0,True,social,18339,28579,8.0,WALK
6835.0,3554,17131612,854.0,True,shopping,10312,18339,9.0,WALK
6837.0,3554,17131612,854.0,False,Home,27493,10312,9.0,WALK
6841.0,3580,17131848,855.0,True,work,35700,30189,7.0,DRIVEALONEFREE
6845.0,3580,17131848,855.0,False,Home,30985,35700,18.0,DRIVEALONEFREE
6849.0,3586,17131884,856.0,True,work,23191,21211,9.0,WALK_LOC
6853.0,3586,17131884,856.0,False,Home,21211,23191,18.0,WALK_LOC
6857.0,3599,17131971,857.0,True,work,12926,21437,7.0,WALK_LOC
6861.0,3599,17131971,857.0,False,Home,7699,12926,18.0,WALK_LOC
6873.0,3613,17132091,859.0,True,work,23463,4369,7.0,DRIVEALONEFREE
6874.0,3613,17132091,859.0,True,work,13111,23463,7.0,DRIVEALONEFREE
6877.0,3613,17132091,859.0,False,change_mode,23463,13111,17.0,WALK
6878.0,3613,17132091,859.0,False,Home,4369,23463,18.0,DRIVEALONEFREE
6881.0,3626,17132292,860.0,True,work,33935,49738,7.0,DRIVEALONEFREE
6885.0,3626,17132292,860.0,False,eatout,42278,33935,15.0,DRIVEALONEFREE
6886.0,3626,17132292,860.0,False,escort,29255,42278,16.0,DRIVEALONEFREE
6887.0,3626,17132292,860.0,False,Home,49738,29255,16.0,DRIVEALONEFREE
6889.0,3626,17132292,861.0,True,escort,50785,49738,19.0,DRIVEALONEFREE
6893.0,3626,17132292,861.0,False,Home,49738,50785,19.0,DRIVEALONEFREE
6897.0,3627,17132292,862.0,True,school,29255,49738,7.0,School_Bus
6901.0,3627,17132292,862.0,False,Home,49738,29255,17.0,School_Bus
6905.0,3641,17132364,863.0,True,eatout,9535,2894,9.0,WALK
6906.0,3641,17132364,863.0,True,work,14450,9535,9.0,WALK
6909.0,3641,17132364,863.0,False,social,4149,14450,14.0,SHARED2FREE
6910.0,3641,17132364,863.0,False,Home,2894,4149,16.0,DRIVEALONEFREE
6929.0,3653,17132527,866.0,True,work,21009,29541,7.0,SHARED2FREE
6933.0,3653,17132527,866.0,False,Home,29541,21009,16.0,SHARED2FREE
6937.0,3653,17132527,867.0,True,eatout,22250,29541,18.0,SHARED3FREE
6941.0,3653,17132527,867.0,False,Home,29541,22250,19.0,SHARED3FREE
6945.0,3653,17132527,868.0,True,escort,9497,29541,19.0,SHARED2FREE
6949.0,3653,17132527,868.0,False,Home,29541,9497,20.0,SHARED2FREE
6953.0,3665,17132625,869.0,True,work,22931,4369,8.0,DRIVEALONEFREE
6957.0,3665,17132625,869.0,False,Home,4369,22931,17.0,DRIVEALONEFREE
6961.0,3669,17132674,870.0,True,work,27204,21437,6.0,DRIVEALONEFREE
6965.0,3669,17132674,870.0,False,eatout,22955,14137,12.0,WALK
6966.0,3669,17132674,870.0,False,social,26644,3384,15.0,DRIVEALONEFREE
6967.0,3669,17132674,870.0,False,social,8422,26644,16.0,DRIVEALONEFREE
6968.0,3669,17132674,870.0,False,Home,21437,8422,17.0,DRIVEALONEFREE
6969.0,3670,17132679,871.0,True,work,22748,21465,12.0,WALK_LOC
6973.0,3670,17132679,871.0,False,Home,21465,22748,18.0,WALK_LOC
6977.0,3670,17132679,872.0,True,eatout,10056,21465,20.0,TNC
6981.0,3670,17132679,872.0,False,Home,21465,10056,22.0,TNC
7033.0,3691,17132838,879.0,True,eatout,13881,27159,7.0,SHARED3FREE
7034.0,3691,17132838,879.0,True,escort,27755,13881,7.0,SHARED3FREE
7035.0,3691,17132838,879.0,True,escort,12922,27755,7.0,SHARED3FREE
