BLDGSZ,HHID,HHT,NOC,PERSONS,PUMA5,SERIALNO,TAZ,TENURE,UNITTYPE,VEHICL,bucketBin,h0511,h1215,h1617,h1824,h2534,h3549,h5064,h6579,h80up,hNOCcat,hadkids,hadnwst,hadwpst,hinccat1,hinccat2,hmultiunit,hownrent,hsizecat,htypdwel,hunittype,hwrkrcat,income,workers,MAZ,is_mf,hhagecat,hfamily,h0004,hwork_f,hwork_p,huniv,hnwork,hretire,hpresch,hschpred,hschdriv,originalPUMA
2,244260,3,0,1,11506,2015001027190,347,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,9,0,1,1,1,1,2,158500,0,6125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244261,4,0,1,11506,2015001037879,347,2,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6,0,1,1,1,1,0,51000,0,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244262,4,0,1,11506,2015001037879,347,2,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,1,1,1,0,21000,0,6125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244264,6,0,1,11506,2015001047785,347,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,21360,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244270,1,4,1,11506,2015001083119,347,3,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,1,1,1,18000,0,24255,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244271,1,4,1,11506,2015001083119,347,3,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,1,1,1,18000,0,6125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244272,1,4,1,11506,2015001083119,348,3,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,1,1,1,18000,0,17512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244273,1,4,1,11506,2015001083119,347,3,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,1,1,1,18000,0,24257,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,244276,6,0,1,11506,2015001091562,347,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,2,1,0,18000,0,23721,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244277,1,0,1,11506,2015001093317,347,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,1,1,0,18000,0,16974,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244278,1,0,1,11506,2015001093317,347,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,1,1,0,18000,0,3604,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244279,1,0,1,11506,2015001093317,347,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,0,1,1,1,1,0,59100,0,18551,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244280,1,0,1,11506,2015001093317,347,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,8900,0,21360,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244460,1,0,2,11506,2016000484285,347,1,1,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,2,122000,0,21360,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244697,1,1,5,11506,2017000691244,347,1,1,3,1,1,0,0,0,0,2,0,1,0,0,0,1,0,4,9,0,1,4,1,1,3,318000,2,21360,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,244283,3,4,1,11506,2015001127492,347,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,8900,0,24257,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244287,1,2,1,11506,2015001155206,347,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,5,0,1,1,1,1,2,45000,1,24257,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244288,1,2,1,11506,2015001155206,348,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,2,8500,0,29613,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244289,1,0,1,11506,2015001163567,347,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,8500,0,24256,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244290,1,0,1,11506,2015001163567,347,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,8500,0,21360,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,244291,1,2,1,11506,2015001169470,347,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,2,8500,0,22118,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,244293,7,0,1,11506,2015001187369,347,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,0,8500,0,3604,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,244294,7,0,1,11506,2015001187369,347,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,2,1,0,4600,0,3604,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,244296,7,0,1,11506,2015001187369,347,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,2,1,0,12150,0,6125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244298,1,3,1,11506,2015001189216,348,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,900,0,785,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244300,1,1,2,11506,2015001237144,347,1,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,9,0,1,2,1,1,2,597000,2,3604,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244302,1,2,2,11506,2015001268362,347,3,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,1,4,9,0,1,2,1,1,2,180000,2,24256,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244305,3,2,2,11506,2015001293979,347,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,9,0,1,2,1,1,1,399400,0,24255,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244308,1,0,2,11506,2015001334354,347,2,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,0,1,2,1,1,2,46800,2,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244309,2,0,2,11506,2015001347820,347,2,1,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,0,1,2,1,1,3,46800,2,47,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244311,4,0,2,11506,2015001349931,347,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,0,289500,2,23721,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244315,4,0,2,11506,2015001349931,348,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,0,289500,2,17512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244318,4,0,2,11506,2015001349931,348,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,0,178000,2,29614,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244319,4,0,2,11506,2015001349931,348,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,9,0,1,2,1,1,0,102100,2,17512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244321,4,0,2,11506,2015001349931,348,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,9,0,1,2,1,1,0,102100,2,17512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244323,4,0,2,11506,2015001349931,348,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,0,178000,2,29614,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244325,1,2,2,11506,2015001362439,347,1,1,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,9,0,1,2,1,1,1,102100,2,21360,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,244327,6,0,2,11506,2015001373620,347,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,9,1,1,2,2,1,0,102100,2,3604,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,244329,6,0,2,11506,2015001373620,347,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,1,1,2,2,1,0,178000,2,6125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,244330,6,0,2,11506,2015001394025,347,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,1,1,2,2,1,0,216150,2,3604,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244332,1,2,2,11506,2015001404060,347,1,1,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,1,178000,2,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244333,1,3,2,11506,2015001404362,348,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,9,0,1,2,1,1,2,102100,2,17512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244334,1,3,2,11506,2015001404362,347,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,2,289500,2,22118,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244335,4,0,2,11506,2015001408461,347,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,0,289500,2,19332,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,244336,3,1,2,11506,2015001410320,348,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,1,1,2,2,1,0,289500,2,785,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244338,1,2,2,11506,2015001428755,347,1,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,2,178000,2,6125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244339,1,2,2,11506,2015001428755,347,1,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,2,216150,2,30925,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244340,1,3,2,11506,2015001451264,347,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,2,178000,2,23721,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244343,1,4,2,11506,2015001474339,348,3,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,2,253000,2,17512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244345,1,4,2,11506,2015001474339,347,3,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,0,1,2,1,1,2,236000,2,6125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,244349,6,0,2,11506,2015001511944,347,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,9,1,1,2,3,1,0,365000,2,13639,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,244350,6,0,2,11506,2015001511944,347,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,9,1,1,2,3,1,0,365000,2,3679,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,244353,6,0,2,11506,2015001511944,347,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,9,1,1,2,3,1,0,236000,2,19332,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244358,1,1,2,11506,2016000007659,347,3,1,5,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,0,1,2,1,1,1,208400,1,29612,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244359,3,2,2,11506,2016000009279,347,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,0,1,2,1,1,1,208400,1,3604,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244360,3,2,2,11506,2016000009279,348,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,0,1,2,1,1,1,208400,1,19488,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244361,3,2,2,11506,2016000009279,347,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,0,1,2,1,1,1,208400,1,24255,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244362,3,2,2,11506,2016000009279,347,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,0,1,2,1,1,1,208400,1,24257,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244363,3,2,2,11506,2016000009279,347,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,0,1,2,1,1,1,208400,1,23721,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,244364,2,1,2,11506,2016000022573,347,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,1,1,2,2,1,1,208400,1,6125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,244365,2,1,2,11506,2016000022573,348,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,1,1,2,2,1,1,208400,1,29614,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,244367,2,1,2,11506,2016000022573,348,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,1,1,2,2,1,1,208400,1,17512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,244368,6,0,2,11506,2016000033736,348,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,1,1,2,2,1,0,208400,1,29613,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,244369,6,0,2,11506,2016000033736,347,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,1,1,2,2,1,0,208400,1,3604,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244371,1,0,2,11506,2016000037765,347,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,0,1,2,1,1,0,208400,1,3604,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244372,1,4,2,11506,2016000052962,347,4,1,3,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,0,1,2,1,1,0,208400,1,24255,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244373,6,0,2,11506,2016000054424,347,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,0,1,2,1,1,0,208400,1,6125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244374,4,0,2,11506,2016000067096,348,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,0,1,2,1,1,0,208400,1,17512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244375,1,2,2,11506,2016000069116,347,1,1,3,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,0,1,2,1,1,2,208400,1,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,244377,1,4,2,11506,2016000083652,347,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,1,1,2,2,1,1,208400,1,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,244379,1,4,2,11506,2016000083652,347,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,1,1,2,2,1,1,208400,1,3604,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,244384,1,4,2,11506,2016000083652,348,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,1,1,2,2,1,1,208400,1,17512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,244385,1,4,2,11506,2016000083652,347,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,1,1,2,2,1,1,208400,1,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244387,6,0,2,11506,2016000116007,347,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,9,0,1,2,1,1,0,208400,1,23721,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,244389,6,0,2,11506,2016000127744,347,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,1,1,2,2,1,0,76200,0,3604,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,244390,6,0,2,11506,2016000127744,347,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,1,1,2,2,1,0,76200,0,6125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,244391,6,0,2,11506,2016000127744,348,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,1,1,2,2,1,0,76200,0,19488,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244392,5,0,2,11506,2016000131465,348,1,1,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,0,1,2,1,1,0,76200,0,17512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,244395,6,0,2,11506,2016000188488,347,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,1,1,2,2,1,0,76200,0,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,244396,6,0,2,11506,2016000188488,347,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,1,1,2,2,1,0,76200,0,24255,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244397,6,0,2,11506,2016000192448,348,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,0,1,2,1,1,0,76200,0,29614,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244398,1,0,2,11506,2016000200212,347,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,0,1,2,1,1,2,76200,0,23721,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244399,1,0,2,11506,2016000200212,347,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,0,1,2,1,1,2,76200,0,30925,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,244401,3,1,2,11506,2016000202760,347,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,1,1,2,2,1,1,76200,0,29612,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244409,1,0,2,11506,2016000216975,347,1,1,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,0,1,2,1,1,0,76200,0,24257,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244410,1,0,2,11506,2016000224708,348,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,0,1,2,1,1,3,76200,0,29614,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244411,1,4,2,11506,2016000225126,347,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,0,1,2,1,1,1,76200,0,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244557,1,0,3,11506,2016001188493,347,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4,9,0,1,3,1,1,0,935000,1,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244574,1,0,4,11506,2016001328546,347,1,1,4,1,1,0,0,0,0,1,0,1,0,0,0,1,0,4,9,0,1,4,1,1,1,379200,2,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,244598,6,0,4,11506,2016001467550,347,3,1,1,1,1,0,1,0,0,0,2,0,0,0,0,1,1,4,9,1,1,4,2,1,0,108500,2,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,244641,4,0,4,11506,2017000246798,347,3,1,1,1,0,0,1,0,0,0,2,0,1,0,0,1,0,4,9,1,1,4,2,1,0,367810,1,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244412,1,4,2,11506,2016000225126,347,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,0,1,2,1,1,1,76200,0,3604,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244414,1,4,2,11506,2016000225126,347,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,0,1,2,1,1,1,76200,0,13639,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244415,1,4,2,11506,2016000225126,347,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,0,1,2,1,1,1,76200,0,29612,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244416,1,0,2,11506,2016000237261,347,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,0,1,2,1,1,1,76200,0,22118,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,244417,1,0,2,11506,2016000239832,347,2,1,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,0,1,2,1,1,1,76200,0,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244419,1,0,2,11506,2016000245682,347,2,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,0,1,2,1,1,0,76200,0,47,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244420,2,0,2,11506,2016000276167,347,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,0,1,2,1,1,3,76200,0,3604,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,244422,2,0,2,11506,2016000287046,347,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,1,1,2,2,1,0,76200,0,3605,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,244424,6,0,2,11506,2016000299563,347,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,1,1,2,2,1,0,76200,0,30925,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244426,1,1,2,11506,2016000310019,347,1,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,0,1,2,1,1,3,59000,0,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244427,6,0,2,11506,2016000341870,347,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,0,1,2,1,1,0,59000,0,6125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244428,6,0,2,11506,2016000341870,347,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,0,1,2,1,1,0,59000,0,23024,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,244429,1,1,2,11506,2016000349601,347,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,1,1,2,2,1,1,59000,0,13639,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,244431,3,2,2,11506,2016000368073,347,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,1,1,2,2,1,0,59000,0,16974,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,244434,3,2,2,11506,2016000368073,347,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,1,1,2,2,1,0,59000,0,24256,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,244435,3,2,2,11506,2016000368073,347,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,1,1,2,2,1,0,59000,0,3604,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,244438,3,2,2,11506,2016000368073,347,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,1,1,2,2,1,0,59000,0,19332,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,244439,3,2,2,11506,2016000368073,347,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,1,1,2,2,1,0,59000,0,6125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,244440,3,2,2,11506,2016000368073,347,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,1,1,2,2,1,0,59000,0,30925,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244441,1,2,2,11506,2016000382398,347,1,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,0,1,2,1,1,2,59000,0,30925,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244442,1,1,2,11506,2016000398491,347,1,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,0,1,2,1,1,3,59000,0,6125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,244443,6,0,2,11506,2016000425361,348,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,1,1,2,2,1,0,59000,0,29613,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244446,1,1,2,11506,2016000431060,347,1,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,0,1,2,1,1,2,59000,0,21360,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244447,1,1,2,11506,2016000431060,348,1,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,0,1,2,1,1,2,59000,0,17512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,244449,1,1,2,11506,2016000466665,348,1,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,0,1,2,1,1,2,59000,0,17512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
